scientific_name,park_name,observations
Cardaria chalapensis,Redwood,71
Lactuca biennis,Yellowstone,229
Anoectangium aestivum,Redwood,134
Lomatium ambiguum,Yosemite,161
Carex albicans var. australis,Redwood,131
Symphoricarpos occidentalis,Great Smoky Mountains,87
Liparis liliifolia,Redwood,110
Polypodium appalachianum,Great Smoky Mountains,33
Histrionicus histrionicus,Redwood,106
Achnatherum nevadense,Great Smoky Mountains,36
Zizia trifoliata,Great Smoky Mountains,80
Symphyotrichum falcatum var. commutatum,Great Smoky Mountains,41
Rubus argutus,Yosemite,156
Polygonum aviculare,Redwood,106
Crepis elegans,Yosemite,159
Sphaeralcea coccinea,Great Smoky Mountains,52
Polygonum ramosissimum,Redwood,118
Carex barrattii,Yellowstone,247
Acorus calamus,Yellowstone,232
Ericameria nauseosa var. oreophila,Great Smoky Mountains,33
Eriogonum nudum var. deductum,Yellowstone,279
Polygonum hydropiperoides,Yosemite,117
Ursus americanus,Redwood,128
Cyperus polystachyos var. texensis,Yosemite,155
Mnium stellare,Redwood,147
Lampropeltis getula californiae,Yosemite,120
Juncus oxymeris,Redwood,95
Potamogeton nodosus,Redwood,91
Laburnum anagyroides,Yellowstone,243
Miscanthus sinensis,Redwood,94
Osmunda claytoniana,Yellowstone,259
Erigeron acris var. kamtschaticus,Great Smoky Mountains,97
Philadelphus inodorus var. grandiflorus,Redwood,97
Agastache scrophulariifolia,Yellowstone,232
Pinus echinata,Yellowstone,274
Packera streptanthifolia,Yellowstone,206
Potamogeton zosteriformis,Great Smoky Mountains,62
Festuca saximontana var. purpusiana,Yellowstone,236
Cyprinella galacturus,Great Smoky Mountains,78
Anagallis arvensis,Yosemite,140
Euclidium syriacum,Great Smoky Mountains,55
Dryopteris filix-mas,Yellowstone,279
Hesperochiron pumilus,Yellowstone,296
Rubus baileyanus,Redwood,95
Artemisia biennis var. biennis,Redwood,50
Galium pilosum var. pilosum,Yellowstone,280
Crataegus douglasii var. douglasii,Yosemite,144
Draba globosa,Yosemite,199
Polypremum procumbens,Great Smoky Mountains,51
Sambucus nigra ssp. canadensis,Yosemite,144
Amsinckia menziesii var. intermedia,Great Smoky Mountains,59
Polemonium viscosum,Yellowstone,217
Zapus hudsonius,Great Smoky Mountains,35
Buchnera americana,Yosemite,148
Bonasa umbellus,Yosemite,198
Thysanocarpus curvipes,Yosemite,146
Packera dimorphophylla var. paysonii,Yellowstone,276
Ribes roezlii var. roezlii,Redwood,94
Festuca ovina,Great Smoky Mountains,98
Cinclus mexicanus,Yellowstone,234
Polygala curtissii,Yellowstone,241
Calidris bairdii,Redwood,98
Cirsium vulgare,Redwood,99
Carex spectabilis,Yellowstone,237
Camissonia subacaulis,Yosemite,149
Rhododendron prinophyllum,Redwood,87
Populus X jackii,Yosemite,159
Ranunculus allegheniensis,Yellowstone,233
Equisetum hyemale ssp. affine,Yosemite,195
Lomatium nevadense var. parishii,Yosemite,158
Spiraea virginiana,Redwood,57
Melica spectabilis,Yosemite,144
Polytrichum juniperinum,Yellowstone,243
Lamium amplexicaule,Redwood,106
Alisma triviale,Redwood,87
Senecio pseudaureus var. pseudaureus,Yellowstone,236
Corallorrhiza maculata,Yellowstone,223
Solanum parishii,Great Smoky Mountains,97
Campanula aparinoides,Yosemite,156
Erethizon dorsatum,Redwood,84
Lesquerella alpina var. alpina,Yosemite,157
Fraxinus americana,Yellowstone,249
Ericameria discoidea var. linearis,Yosemite,151
Sparganium,Yosemite,163
Certhia familiaris,Great Smoky Mountains,69
Cheilanthes gracillima,Redwood,116
Circus cyaneus,Great Smoky Mountains,54
Garrya fremontii,Yosemite,158
Prenanthes altissima,Redwood,77
Ledum glandulosum,Yellowstone,217
Silene menziesii,Redwood,108
Clarkia australis,Redwood,134
Epilobium obcordatum,Great Smoky Mountains,85
Phenacobius uranops,Yosemite,166
Carex petasata,Great Smoky Mountains,76
Microstegium vimineum,Yosemite,148
Polygonum douglasii ssp. douglasii,Redwood,89
Carex congdonii,Yellowstone,206
Gentiana saponaria,Redwood,92
Spiranthes vernalis,Yosemite,156
Dorosoma cepedianum,Great Smoky Mountains,52
Haemorhous cassinii,Yosemite,152
Arabidopsis thaliana,Great Smoky Mountains,62
Mergus serrator,Redwood,91
Deparia acrostichoides,Great Smoky Mountains,96
Polystichum lonchitis,Redwood,88
Asclepias quadrifolia,Yellowstone,242
Poa keckii,Yellowstone,228
Horkelia tridentata ssp. tridentata,Yellowstone,238
Eumeces fasciatus,Redwood,79
Dichanthelium acuminatum var. lindheimeri,Redwood,98
Thalictrum fendleri var. fendleri,Redwood,103
Justicia americana,Yosemite,167
Trifolium breweri,Yellowstone,237
Delphinium patens ssp. patens,Yosemite,176
Elaphe guttata guttata,Yosemite,167
Montia fontana,Yellowstone,244
Menispermum canadense,Yellowstone,254
Aster retroflexus,Yellowstone,245
Myriophyllum aquaticum,Yosemite,99
Listera borealis,Yellowstone,282
Calochortus minimus,Yellowstone,235
Minuartia douglasii,Great Smoky Mountains,96
Poa pringlei,Great Smoky Mountains,64
Juncus compressus,Great Smoky Mountains,59
Batrachoseps gregarius,Redwood,102
Penstemon speciosus,Redwood,79
Cirsium occidentale var. californicum,Great Smoky Mountains,53
Pyrularia pubera,Great Smoky Mountains,99
Aster retroflexus,Great Smoky Mountains,100
Psilocarphus brevissimus var. brevissimus,Redwood,113
Notothylas orbicularis,Yellowstone,229
Philadelphus pubescens var. pubescens,Great Smoky Mountains,93
Weigela florida,Great Smoky Mountains,80
Eragrostis cilianensis,Redwood,111
Charadrius semipalmatus,Yosemite,141
Platanthera clavellata,Yosemite,150
Madia yosemitana,Great Smoky Mountains,81
Gentiana clausa,Yellowstone,267
Lycopus rubellus,Redwood,65
Aesculus sylvatica,Yosemite,157
Achnatherum thurberianum,Redwood,71
Rana palustris,Yellowstone,274
Utricularia macrorhiza,Great Smoky Mountains,85
Helianthus nuttallii,Great Smoky Mountains,78
Carex abrupta,Great Smoky Mountains,98
Cannabis sativa,Great Smoky Mountains,53
Pseudostellaria jamesiana,Redwood,99
Polypremum procumbens,Yosemite,105
Entodon cladorrhizans,Great Smoky Mountains,62
Ranunculus laxicaulis,Yosemite,160
Hieracium paniculatum,Redwood,75
Helianthus tuberosus,Redwood,94
Desmodium viridiflorum,Yellowstone,255
Orthotrichum exiguum,Redwood,114
Artemisia nova,Redwood,60
Cordylanthus rigidus ssp. brevibracteatus,Yosemite,135
Corallorrhiza mertensiana,Yosemite,118
Carex densa,Great Smoky Mountains,82
Liparis loeselii,Yellowstone,249
Rorippa nasturtium-aquaticum,Yellowstone,253
Muhlenbergia rigens,Great Smoky Mountains,87
Limosa haemastica,Great Smoky Mountains,77
Bartramia longicauda,Redwood,102
Parnassia grandifolia,Redwood,78
Eleocharis quinqueflora,Yosemite,142
Sonchus asper ssp. asper,Yellowstone,215
Heuchera rubescens var. alpicola,Yosemite,138
Solanum parishii,Yellowstone,216
Ceanothus leucodermis,Redwood,130
Platanthera stricta,Yosemite,153
Carex nudata,Yosemite,145
Eriophyllum lanatum,Yosemite,166
Orobanche ludoviciana var. ludoviciana,Yellowstone,236
Hypericum perforatum,Yosemite,140
Hordeum brachyantherum ssp. brachyantherum,Yellowstone,253
Antennaria anaphaloides,Great Smoky Mountains,81
Agoseris lackschewitzii,Yellowstone,263
Buddleja davidii,Yosemite,165
Rorippa palustris ssp. fernaldiana,Yosemite,149
Epilobium latifolium,Yellowstone,275
Silene hitchguirei,Redwood,90
Pyrola minor,Yellowstone,252
Aureolaria pedicularia,Yosemite,163
Dichanthelium villosissimum var. villosissimum,Great Smoky Mountains,71
Crepis pulchra,Yellowstone,284
Symphyotrichum boreale,Redwood,66
Carum carvi,Yellowstone,253
Penstemon heterophyllus var. purdyi,Redwood,91
Cichorium intybus,Redwood,62
Anelsonia eurycarpa,Yosemite,113
Diervilla lonicera,Great Smoky Mountains,93
Mahonia bealei,Yosemite,163
Moneses uniflora,Redwood,99
Convallaria montana,Yosemite,165
Eumeces gilberti,Great Smoky Mountains,71
Medeola virginiana,Yellowstone,247
Virginia valeriae valeriae,Great Smoky Mountains,53
Pavo cristatus,Yosemite,196
Lynx canadensis,Yosemite,173
Carex scoparia,Great Smoky Mountains,60
Gilia capitata ssp. mediomontana,Great Smoky Mountains,62
Allium obtusum var. obtusum,Redwood,108
Milium effusum,Redwood,67
Hieracium venosum,Redwood,116
Agoseris elata,Yellowstone,239
Arceuthobium campylopodum,Great Smoky Mountains,62
Trichomanes boschianum,Yellowstone,226
Allium yosemitense,Great Smoky Mountains,79
Heuchera merriamii,Yosemite,170
Stellaria longipes var. longipes,Great Smoky Mountains,19
Dichanthelium meridionale,Yellowstone,226
Panicum capillare,Yosemite,162
Hypericum perforatum,Yosemite,150
Salix melanopsis,Yellowstone,247
Eriogonum hirtiflorum,Yosemite,134
Rhus copallinum var. copallinum,Yosemite,172
Taraxacum eriophorum,Yosemite,161
Tanacetum parthenium,Yellowstone,250
Spinus psaltria,Yellowstone,249
Taxiphyllum deplanatum,Yellowstone,258
Epilobium ciliatum ssp. glandulosum,Great Smoky Mountains,87
Ceryle torquata,Yosemite,134
Torilis japonica,Yosemite,116
Clematis glaucophylla,Yellowstone,242
Viola purpurea ssp. quercetorum,Redwood,71
Pseudacris feriarum feriarum,Great Smoky Mountains,82
Buckleya distichophylla,Great Smoky Mountains,64
Magnolia acuminata,Redwood,105
Carphophis,Redwood,89
Setophaga palmarum,Redwood,92
Gilia capitata ssp. abrotanifolia,Redwood,54
Achnatherum richardsonii,Yosemite,143
Schoenoplectus tabernaemontani,Redwood,116
Conium maculatum,Redwood,107
Polygonum aviculare,Great Smoky Mountains,118
Amsonia tabernaemontana var. tabernaemontana,Great Smoky Mountains,97
Ligusticum canadense,Great Smoky Mountains,94
Narcissus pseudonarcissus,Great Smoky Mountains,62
Carex concinna,Redwood,74
Canis lupus,Yosemite,44
Sorghastrum nutans,Yellowstone,270
Solidago nana,Yosemite,136
Lepidium campestre,Yellowstone,245
Sorbus aucuparia,Yosemite,170
Lepidium ramosissimum,Yellowstone,235
Bartramia pomiformis,Yellowstone,209
Toxicodendron rydbergii,Redwood,75
Pyrrhopappus carolinianus,Yellowstone,253
Ranunculus alismifolius var. alismifolius,Yellowstone,284
Castor canadensis,Yosemite,161
Digitaria ciliaris,Yellowstone,233
Macrocoma sullivantii,Yosemite,147
Petrochelidon pyrrhonota,Great Smoky Mountains,77
Botrychium minganense,Great Smoky Mountains,82
Clarkia unguiculata,Yosemite,154
Abutilon theophrasti,Yellowstone,262
Erigeron eatonii var. sonnei,Yellowstone,265
Ribes glandulosum,Redwood,83
Chrysanthemum leucanthemum,Yosemite,164
Thalictrum pubescens,Yosemite,121
Triglochin palustre,Great Smoky Mountains,88
Rudbeckia californica var. californica,Yosemite,184
Geum virginianum,Yellowstone,279
Vitis cinerea var. baileyana,Yosemite,160
Tanacetum vulgare,Great Smoky Mountains,98
Erigeron glabellus var. glabellus,Redwood,131
Utricularia minor,Redwood,140
Setophaga americana,Yellowstone,224
Laburnum anagyroides,Yosemite,128
Arenaria serpyllifolia,Redwood,114
Eragrostis pilosa,Yellowstone,240
Polytrichum commune,Redwood,107
Carex laxiculmis,Great Smoky Mountains,62
Helianthella californica var. nevadensis,Redwood,115
Eurybia conspicua,Great Smoky Mountains,54
Graptemys ouachitensis,Great Smoky Mountains,83
Eschscholzia caespitosa,Yosemite,151
Mentha suaveolens,Yellowstone,249
Silene latifolia,Yellowstone,267
Calochortus minimus,Redwood,78
Salix farriae,Great Smoky Mountains,64
Contia tenuis,Yellowstone,247
Picoides pubescens,Redwood,79
Polygonum achoreum,Great Smoky Mountains,59
Strix occidentalis,Yosemite,151
Ranunculus hebecarpus,Yosemite,168
Hosta lancifolia,Yellowstone,260
Anaxyrus boreas boreas,Yosemite,137
Asclepias speciosa,Yosemite,140
Thelypodium integrifolium,Yosemite,153
Draba incerta,Yellowstone,238
Carex lupulina,Redwood,68
Zygodon viridissimus var. rupestris,Great Smoky Mountains,102
Lasthenia platycarpha,Great Smoky Mountains,71
Orobanche fasciculata,Yellowstone,278
Hygroamblystegium tenax,Yosemite,160
Bartonia virginica,Yellowstone,265
Orogenia linearifolia,Redwood,98
Oxyria digyna,Yosemite,150
Atrichum undulatum,Great Smoky Mountains,103
Carex capitata,Yosemite,156
Penstemon whippleanus,Redwood,89
Vireo flavifrons,Yellowstone,268
Boykinia aconitifolia,Yosemite,150
Monardella odoratissima ssp. pallida,Yellowstone,252
Orobanche uniflora,Great Smoky Mountains,57
Hieracium pilosella,Yosemite,140
Eleocharis palustris,Yosemite,175
Carex geyeri,Great Smoky Mountains,78
Erigeron vagus,Yellowstone,249
Lepechinia calycina,Yosemite,161
Berteroa incana,Redwood,105
Sturnella neglecta,Redwood,97
Senecio aronicoides,Yosemite,161
Melica spectabilis,Great Smoky Mountains,39
Acer glabrum,Yellowstone,247
Bazzania tricrenata,Great Smoky Mountains,70
Salvia columbariae,Great Smoky Mountains,65
Chasmanthium latifolium,Great Smoky Mountains,82
Claytonia parviflora ssp. parviflora,Yellowstone,250
Baeolophus inornatus,Yellowstone,261
Orbexilum onobrychis,Redwood,111
Leptobryum pyriforme,Great Smoky Mountains,57
Ribes viscosissimum var. viscosissimum,Redwood,138
Carex canescens,Yosemite,122
Utricularia intermedia,Redwood,113
Osmorhiza longistylis,Great Smoky Mountains,87
Gaura parviflora,Yosemite,166
Eriophyllum congdonii,Great Smoky Mountains,82
Daucus pusillus,Yosemite,139
Carex obtusata,Yellowstone,239
Sequoiadendron giganteum,Yellowstone,241
Mimulus lewisii,Redwood,82
Madia exigua,Yosemite,142
Ranunculus hebecarpus,Redwood,108
Pylaisiella polyantha,Yosemite,170
Cheilanthes alabamensis,Yosemite,147
Carex cephalophora,Redwood,88
Vernonia noveboracensis,Yosemite,124
Vermivora peregrina,Great Smoky Mountains,71
Trillium luteum,Yosemite,169
Potamogeton nodosus,Great Smoky Mountains,101
Viola blanda,Yellowstone,263
Agrostis rossiae,Yellowstone,250
Lonicera standishii,Great Smoky Mountains,79
Scirpus polyphyllus,Yellowstone,221
Trachemys scripta,Great Smoky Mountains,86
Thuidium allenii,Redwood,107
Prosopium williamsoni,Great Smoky Mountains,83
Buxus sempervirens,Yellowstone,265
Tyrannus forficatus,Yellowstone,209
Lagopus leucura,Redwood,106
Agelaius phoeniceus,Yosemite,155
Potamogeton pusillus,Redwood,103
Wilsonia citrina,Great Smoky Mountains,91
Cercis canadensis,Yosemite,128
Hemidactylium scutatum,Redwood,103
Urocyon cinereoargenteus,Yosemite,149
Erodium cicutarium,Great Smoky Mountains,84
Veronica americana,Yosemite,146
Vittaria appalachiana,Redwood,133
Moxostoma duquesnei,Great Smoky Mountains,65
Eurycea longicauda longicauda,Great Smoky Mountains,66
Stellaria umbellata,Great Smoky Mountains,110
Carex fracta,Redwood,112
Marah horridus,Yellowstone,229
Cardamine dissecta,Redwood,83
Barbarea orthoceras,Redwood,106
Carex stenoptila,Yellowstone,251
Helenium flexuosum,Redwood,74
Corydalis aurea var. aurea,Yosemite,160
Lespedeza frutescens,Yellowstone,263
Arabis sparsiflora var. arcuata,Redwood,95
Fagus grandifolia,Great Smoky Mountains,71
Desmognathus marmoratus,Redwood,96
Circaea alpina ssp. pacifica,Yellowstone,295
Quercus rubra var. ambigua,Great Smoky Mountains,42
Anomodon minor,Yosemite,167
Scalopus aquaticus,Redwood,122
Potamogeton amplifolius,Yosemite,179
Carex gynocrates,Redwood,100
Sericocarpus asteroides,Yosemite,158
Alopecurus arundinaceus,Yosemite,109
Senecio fremontii var. occidentalis,Yellowstone,219
Camissonia luciae,Redwood,84
Schoenoplectus americanus,Yellowstone,275
Mitella stauropetala,Redwood,114
Heterocladium macounii,Yellowstone,255
Myriophyllum spicatum,Yellowstone,205
Mylopharodon conocephalus,Great Smoky Mountains,71
Paronychia sessiliflora,Yosemite,197
Porzana carolina,Redwood,106
Liatris aspera,Yellowstone,220
Seiurus aurocapillus,Yosemite,162
Lomatium dissectum var. dissectum,Redwood,83
Rotala ramosior,Redwood,128
Plantago erecta,Redwood,70
Silene menziesii var. menziesii,Yosemite,135
Ranunculus alismifolius var. alismifolius,Great Smoky Mountains,90
Pinus contorta ssp. murrayana,Yellowstone,250
Pityopsis graminifolia var. graminifolia,Yellowstone,229
Calycanthus floridus var. glaucus,Redwood,96
Tyto alba,Redwood,84
Andropogon gerardii,Yellowstone,271
Kumlienia hystricula,Yellowstone,229
Parapholis incurva,Yosemite,148
Rhynchosia tomentosa,Yellowstone,278
Aster occidentalis var. occidentalis,Yosemite,140
Hylotelephium telephioides,Redwood,72
Beckmannia syzigachne,Great Smoky Mountains,92
Tamarix chinensis,Yosemite,166
Carex brainerdii,Yellowstone,253
Carex leptalea,Redwood,120
Astragalus americanus,Great Smoky Mountains,89
Symphyotrichum ciliatum,Great Smoky Mountains,28
Ribes hudsonianum,Great Smoky Mountains,43
Spiranthes lacera var. gracilis,Yosemite,147
Lotus micranthus,Redwood,64
Plantago tweedyi,Yosemite,103
Danthonia californica var. californica,Redwood,94
Elymus sierrae,Great Smoky Mountains,52
Panicum philadelphicum,Yosemite,163
Ostrya,Yellowstone,234
Platanthera lacera,Yosemite,138
Botrychium jenmanii,Redwood,90
Amsinckia menziesii var. menziesii,Yosemite,159
Rhododendron carolinianum,Yosemite,148
Sicyos angulatus,Yellowstone,256
Potentilla drummondii ssp. drummondii,Redwood,130
Logfia arvensis,Redwood,121
Lepidium densiflorum,Redwood,105
Chaetura pelagica,Yosemite,133
Charadrius vociferus,Yellowstone,254
Delphinium glaucum,Redwood,98
Pteridium aquilinum,Redwood,110
Euphorbia marginata,Yosemite,175
Prunus serotina,Yellowstone,255
Eupatorium maculatum,Great Smoky Mountains,89
Aristolochia serpentaria,Great Smoky Mountains,66
Panicum rigidulum var. rigidulum,Redwood,88
Bromus anomalus,Great Smoky Mountains,77
Plegadis falcinellus,Yellowstone,257
Streptopus amplexifolius,Redwood,95
Amelanchier canadensis,Yellowstone,253
Acalypha gracilens,Yosemite,160
Physocarpus capitatus,Yellowstone,247
Mustela nivalis,Yosemite,155
Sialia mexicana,Great Smoky Mountains,61
Erigeron peregrinus,Yellowstone,255
Alnus serrulata,Yellowstone,234
Dactylis glomerata,Great Smoky Mountains,89
Hieracium floribundum,Redwood,87
Acanthus flammea,Yellowstone,241
Notropis volucellus,Great Smoky Mountains,63
Poa pratensis,Yellowstone,237
Arrhenatherum elatius,Yellowstone,241
Cardamine pensylvanica,Redwood,105
Fritillaria atropurpurea,Redwood,99
Woodwardia fimbriata,Yellowstone,251
Hirundo rustica,Yosemite,118
Percina evides,Great Smoky Mountains,93
Castilleja applegatei ssp. disticha,Great Smoky Mountains,87
Euphagus carolinus,Redwood,109
Toxostoma redivivum,Great Smoky Mountains,85
Carduus nutans,Great Smoky Mountains,66
Townsendia hookeri,Yosemite,126
Potentilla norvegica,Yellowstone,206
Senecio obovatus,Yellowstone,240
Aythya americana,Redwood,108
Carex scopulorum var. bracteosa,Yellowstone,254
Euphorbia marginata,Great Smoky Mountains,75
Caltha leptosepala,Yellowstone,243
Hypericum mutilum,Redwood,81
Artemisia abrotanum,Yellowstone,245
Collomia grandiflora,Great Smoky Mountains,71
Desmognathus marmoratus,Great Smoky Mountains,79
Epilobium obcordatum,Yellowstone,269
Orobanche uniflora,Great Smoky Mountains,96
Contopus sordidulus,Great Smoky Mountains,93
Luxilus cornutus,Redwood,100
Zizia aurea,Great Smoky Mountains,81
Vitis labrusca,Great Smoky Mountains,97
Herzogiella striatella,Redwood,88
Botrychium dissectum,Great Smoky Mountains,144
Baptisia tinctoria,Redwood,97
Lewisia rediviva var. rediviva,Yosemite,134
Catharus ustulatus,Great Smoky Mountains,61
Descurainia incana,Redwood,87
Setaria viridis var. viridis,Great Smoky Mountains,76
Tortella tortuosa,Great Smoky Mountains,88
Sibbaldia procumbens,Yosemite,130
Lathyrus latifolius,Great Smoky Mountains,54
Rhabdoweisia crispata,Redwood,75
Eriophyllum confertiflorum var. confertiflorum,Yellowstone,250
Wyethia helianthoides,Great Smoky Mountains,59
Helianthus annuus,Great Smoky Mountains,54
Lloydia serotina,Yosemite,171
Chaetodipus californicus,Redwood,130
Gentianopsis simplex,Great Smoky Mountains,84
Bucephala albeola,Great Smoky Mountains,84
Carex pyrenaica,Yosemite,146
Tamias minimus,Yellowstone,257
Lechea racemulosa,Redwood,92
Cyprinella galacturus,Yellowstone,225
Oxalis corniculata,Great Smoky Mountains,73
Linanthus nuttallii ssp. pubescens,Great Smoky Mountains,46
Hierochloe odorata,Great Smoky Mountains,70
Senecio flaccidus var. douglasii,Yosemite,154
Spiranthes porrifolia,Yellowstone,218
Calycanthus occidentalis,Yellowstone,238
Polygonum californicum,Yosemite,117
Lithophragma affine,Yosemite,155
Mentha X piperita,Yosemite,149
Conium maculatum,Great Smoky Mountains,61
Agastache urticifolia,Yosemite,144
Hepatica nobilis,Yosemite,127
Rumex salicifolius var. denticulatus,Yosemite,148
Frasera caroliniensis,Yellowstone,244
Spiranthes ovalis,Redwood,104
Medicago lupulina,Yosemite,143
Lycopus americanus,Redwood,88
Rumex aquaticus var. fenestratus,Yellowstone,248
Saxifraga occidentalis,Great Smoky Mountains,92
Perilla frutescens,Great Smoky Mountains,84
Cyperus setigerus,Great Smoky Mountains,77
Dichanthelium depauperatum,Redwood,80
Wilsonia canadensis,Yellowstone,254
Juncus longistylis,Yosemite,152
Scutellaria incana,Yosemite,153
Hordeum murinum ssp. glaucum,Yosemite,191
Arthraxon hispidus,Great Smoky Mountains,57
Eritrichium nanum var. elongatum,Yellowstone,229
Atrichum oerstedianum,Yosemite,176
Anemone virginiana,Great Smoky Mountains,88
Calcarius lapponicus,Yellowstone,246
Pipilo chlorurus,Yellowstone,218
Lepomis gulosus,Yosemite,165
Euphorbia pubentissima,Great Smoky Mountains,67
Setaria faberi,Yellowstone,216
Ranunculus orthorhynchus var. orthorhynchus,Yellowstone,240
Sorex cinereus,Yosemite,122
Cunila origanoides,Yellowstone,274
Carex debilis var. pubera,Yellowstone,232
Cervus elaphus,Redwood,96
Rotala ramosior,Great Smoky Mountains,41
Raphanus sativus,Redwood,94
Botrychium virginianum,Yellowstone,232
Pinus palustris,Great Smoky Mountains,27
Galium latifolium,Yosemite,120
Botrychium simplex,Yosemite,146
Centaurea repens,Yosemite,166
Etheostoma zonale,Yellowstone,248
Tropidocarpum gracile,Yosemite,123
Carex tiogana,Yosemite,212
Diplazium pycnocarpon,Redwood,96
Polygonum orientale,Yellowstone,278
Erysimum cheiranthoides,Great Smoky Mountains,56
Rorippa curvipes var. curvipes,Great Smoky Mountains,115
Fritillaria pinetorum,Redwood,45
Sorbus scopulina var. scopulina,Great Smoky Mountains,61
Lysichiton americanus,Redwood,86
Collinsia linearis,Yellowstone,281
Cyperus bipartitus,Yosemite,156
Fissidens exilis,Redwood,102
Plethodon glutinosus,Yosemite,168
Aralia racemosa,Yellowstone,219
Anomodon attenuatus,Great Smoky Mountains,107
Erigeron annuus,Great Smoky Mountains,87
Hypericum buckleii,Redwood,93
Carex vesicaria var. vesicaria,Great Smoky Mountains,43
Gavia pacifica,Yosemite,110
Anas cyanoptera,Yellowstone,244
Tetragonotheca helianthoides,Great Smoky Mountains,70
Onopordum acanthium,Great Smoky Mountains,76
Desmognathus wrighti,Yosemite,127
Bromus japonicus,Great Smoky Mountains,85
Setophaga americana,Great Smoky Mountains,60
Viola pinetorum ssp. pinetorum,Yellowstone,253
Eragrostis curvula,Yellowstone,235
Arceuthobium californicum,Yellowstone,269
Carex blanda,Yellowstone,266
Veronica agrestis,Redwood,108
Lepus americanus,Great Smoky Mountains,62
Marrubium vulgare,Great Smoky Mountains,81
Quercus muehlenbergii,Yellowstone,253
Rosa gymnocarpa,Yosemite,180
Eriodictyon californicum,Great Smoky Mountains,76
Calystegia malacophylla ssp. malacophylla,Yellowstone,225
Thalictrum venulosum,Redwood,72
Potentilla norvegica,Great Smoky Mountains,74
Mephitis mephitis,Yosemite,141
Hypnum curvifolium,Great Smoky Mountains,90
Mitella stauropetala,Great Smoky Mountains,105
Neotoma cinerea,Yellowstone,234
Grus americana,Yosemite,37
Cardellina pusilla,Yosemite,162
Secale cereale,Great Smoky Mountains,76
Eupatorium album,Yellowstone,242
Bazzania trilobata,Great Smoky Mountains,84
Phacelia imbricata ssp. imbricata,Yellowstone,261
Kalmia latifolia,Redwood,113
Draba ramosissima,Redwood,99
Toxostoma rufum,Yosemite,159
Parnassia glauca,Yellowstone,267
Cardamine flagellifera,Great Smoky Mountains,95
Canis lupus,Great Smoky Mountains,30
Pylaisiella polyantha,Yellowstone,273
Hypnum cupressiforme,Great Smoky Mountains,48
Linnaea borealis var. longiflora,Yellowstone,240
Leonurus cardiaca,Yosemite,192
Podiceps nigricollis,Yosemite,167
Euphorbia crenulata,Yellowstone,274
Artemisia frigida,Yosemite,136
Plantago lanceolata,Yellowstone,260
Polytrichum appalachianum,Yellowstone,257
Silene sargentii,Yosemite,160
Viola blanda,Yosemite,161
Kyllinga pumila,Yellowstone,232
Hydrophyllum capitatum var. capitatum,Yosemite,142
Eriophorum angustifolium,Great Smoky Mountains,92
Linum lewisii var. alpicola,Yosemite,166
Triglochin maritima,Great Smoky Mountains,94
Lupinus gracilentus,Yosemite,166
Eriogonum roseum,Yellowstone,263
Sporobolus indicus,Great Smoky Mountains,56
Draba borealis,Yosemite,131
Corydalis sempervirens,Redwood,100
Sambucus mexicana,Great Smoky Mountains,12
Scleria pauciflora,Redwood,127
Hieracium paniculatum,Yosemite,133
Cryptantha watsonii,Great Smoky Mountains,76
Cyperus lupulinus ssp. lupulinus,Yosemite,138
Cirsium undulatum,Yosemite,173
Agrimonia gryposepala,Yellowstone,232
Aster tataricus,Redwood,88
Desmodium perplexum,Redwood,119
Desmognathus conanti,Yellowstone,238
Gaylussacia baccata,Great Smoky Mountains,63
Pseudotaxiphyllum distichaceum,Yellowstone,268
Sanicula marilandica,Yosemite,129
Coluber constrictor,Yellowstone,272
Potamogeton pusillus var. tenuissimus,Yosemite,147
Asimina triloba,Yosemite,193
Bromus inermis,Yellowstone,247
Vulpia myuros,Redwood,111
Malaxis unifolia,Redwood,90
Hyla versicolor,Yosemite,156
Sedum stenopetalum,Yellowstone,274
Juncus drummondii,Great Smoky Mountains,64
Ivesia lycopodioides ssp. megalopetala,Yellowstone,253
Mentha arvensis,Redwood,112
Leptohymenium sharpii,Yellowstone,217
Taxidea taxus,Yellowstone,188
Bromus arenarius,Redwood,137
Ursus americanus,Yellowstone,245
Viburnum rafinesquianum,Redwood,97
Calypso bulbosa,Yosemite,138
Mentzelia montana,Great Smoky Mountains,67
Epilobium anagallidifolium,Redwood,94
Aconitum uncinatum,Redwood,115
Scutellaria ovata,Yosemite,126
Thalictrum fendleri var. polycarpum,Redwood,111
Sarcobatus vermiculatus,Great Smoky Mountains,60
Cryptantha affinis,Yosemite,153
Heracleum maximum,Great Smoky Mountains,60
Collomia linearis,Yellowstone,248
Aimophila ruficeps,Yellowstone,238
Rubus argutus,Yellowstone,262
Capsella rubella,Yellowstone,271
Spiraea betulifolia var. lucida,Great Smoky Mountains,53
Carex jonesii,Great Smoky Mountains,116
Pellaea atropurpurea,Great Smoky Mountains,53
Sayornis saya,Redwood,71
Vulpia bromoides,Redwood,67
Myotis californicus,Great Smoky Mountains,62
Ammodramus henslowii,Great Smoky Mountains,28
Pycnanthemum tenuifolium,Redwood,97
Botrychium jenmanii,Yellowstone,229
Artemisia douglasiana,Great Smoky Mountains,34
Angelica lineariloba,Yosemite,189
Geranium californicum,Redwood,111
Dendroica dominica,Redwood,131
Hemidactylium scutatum,Yosemite,137
Eriogonum wrightii var. subscaposum,Great Smoky Mountains,63
